 -109000    -6.270
 -108900    -6.277
 -108800    -6.280
 -108700    -6.291
 -108600    -6.467
 -108500    -6.602
 -108400    -6.684
 -108300    -6.710
 -108200    -6.827
 -108100    -6.950
 -108000    -6.936
 -107900    -6.878
 -107800    -6.740
 -107700    -6.518
 -107600    -6.480
 -107500    -6.480
 -107400    -6.268
 -107300    -5.573
 -107200    -4.918
 -107100    -4.400
 -107000    -4.400
 -106900    -4.739
 -106800    -4.985
 -106700    -4.671
 -106600    -4.296
 -106500    -4.147
 -106400    -4.452
 -106300    -4.188
 -106200    -3.568
 -106100    -2.816
 -106000    -3.563
 -105900    -3.836
 -105800    -3.926
 -105700    -3.941
 -105600    -4.494
 -105500    -4.551
 -105400    -4.274
 -105300    -4.141
 -105200    -4.280
 -105100    -4.549
 -105000    -4.803
 -104900    -4.481
 -104800    -4.170
 -104700    -4.244
 -104600    -4.330
 -104500    -4.323
 -104400    -4.374
 -104300    -4.306
 -104200    -4.062
 -104100    -4.128
 -104000    -4.222
 -103900    -4.325
 -103800    -4.478
 -103700    -4.414
 -103600    -4.427
 -103500    -4.504
 -103400    -3.969
 -103300    -3.622
 -103200    -3.737
 -103100    -2.855
 -103000    -3.146
 -102900    -3.155
 -102800    -2.423
 -102700    -3.197
 -102600    -3.016
 -102500    -2.544
 -102400    -2.176
 -102300    -2.433
 -102200    -2.777
 -102100    -2.318
 -102000    -2.081
 -101900    -2.293
 -101800    -2.479
 -101700    -2.301
 -101600    -2.852
 -101500    -2.639
 -101400    -2.712
 -101300    -2.987
 -101200    -3.180
 -101100    -3.294
 -101000    -3.469
 -100900    -3.633
 -100800    -3.477
 -100700    -3.610
 -100600    -3.680
 -100500    -3.399
 -100400    -3.110
 -100300    -3.597
 -100200    -3.964
 -100100    -3.663
 -100000    -3.467
  -99900    -3.490
  -99800    -3.655
  -99700    -4.055
  -99600    -3.930
  -99500    -3.996
  -99400    -4.038
  -99300    -4.102
  -99200    -4.366
  -99100    -4.384
  -99000    -3.832
  -98900    -4.200
  -98800    -4.430
  -98700    -4.645
  -98600    -3.761
  -98500    -3.509
  -98400    -3.747
  -98300    -4.840
  -98200    -4.459
  -98100    -4.768
  -98000    -5.304
  -97900    -4.530
  -97800    -4.112
  -97700    -3.662
  -97600    -4.752
  -97500    -5.070
  -97400    -4.991
  -97300    -4.369
  -97200    -5.001
  -97100    -4.701
  -97000    -4.510
  -96900    -4.510
  -96800    -4.240
  -96700    -4.028
  -96600    -4.298
  -96500    -4.331
  -96400    -4.016
  -96300    -3.782
  -96200    -3.500
  -96100    -3.965
  -96000    -4.157
  -95900    -3.722
  -95800    -3.700
  -95700    -3.835
  -95600    -4.000
  -95500    -4.000
  -95400    -3.756
  -95300    -3.580
  -95200    -4.875
  -95100    -4.551
  -95000    -3.960
  -94900    -3.833
  -94800    -4.037
  -94700    -4.414
  -94600    -4.193
  -94500    -3.548
  -94400    -3.998
  -94300    -4.860
  -94200    -4.970
  -94100    -3.987
  -94000    -3.330
  -93900    -3.284
  -93800    -3.800
  -93700    -4.622
  -93600    -5.472
  -93500    -4.653
  -93400    -4.679
  -93300    -4.557
  -93200    -5.028
  -93100    -4.572
  -93000    -4.098
  -92900    -4.443
  -92800    -3.899
  -92700    -4.397
  -92600    -5.296
  -92500    -4.869
  -92400    -4.143
  -92300    -4.218
  -92200    -4.679
  -92100    -5.049
  -92000    -4.697
  -91900    -4.836
  -91800    -4.360
  -91700    -4.060
  -91600    -3.953
  -91500    -3.554
  -91400    -4.888
  -91300    -5.768
  -91200    -5.331
  -91100    -5.171
  -91000    -5.003
  -90900    -4.837
  -90800    -4.860
  -90700    -4.688
  -90600    -5.174
  -90500    -5.761
  -90400    -5.653
  -90300    -5.384
  -90200    -6.022
  -90100    -6.306
  -90000    -5.021
  -89900    -5.060
  -89800    -5.413
  -89700    -5.426
  -89600    -5.113
  -89500    -4.860
  -89400    -5.574
  -89300    -5.362
  -89200    -4.835
  -89100    -4.285
  -89000    -4.099
  -88900    -4.496
  -88800    -4.923
  -88700    -5.060
  -88600    -5.054
  -88500    -5.098
  -88400    -5.113
  -88300    -5.120
  -88200    -5.129
  -88100    -4.682
  -88000    -4.430
  -87900    -4.202
  -87800    -4.208
  -87700    -4.531
  -87600    -3.989
  -87500    -4.710
  -87400    -4.049
  -87300    -3.707
  -87200    -4.394
  -87100    -4.450
  -87000    -4.206
  -86900    -4.125
  -86800    -4.282
  -86700    -4.076
  -86600    -4.616
  -86500    -3.959
  -86400    -3.733
  -86300    -3.736
  -86200    -3.564
  -86100    -3.380
  -86000    -3.411
  -85900    -3.524
  -85800    -3.443
  -85700    -3.161
  -85600    -2.623
  -85500    -2.447
  -85400    -2.660
  -85300    -3.197
  -85200    -3.031
  -85100    -2.480
  -85000    -2.795
  -84900    -3.305
  -84800    -3.456
  -84700    -3.012
  -84600    -2.031
  -84500    -2.805
  -84400    -3.931
  -84300    -3.919
  -84200    -3.910
  -84100    -4.255
  -84000    -4.530
  -83900    -3.749
  -83800    -3.206
  -83700    -3.562
  -83600    -4.262
  -83500    -3.466
  -83400    -3.703
  -83300    -3.940
  -83200    -3.923
  -83100    -3.180
  -83000    -2.918
  -82900    -2.682
  -82800    -3.700
  -82700    -4.406
  -82600    -4.610
  -82500    -4.310
  -82400    -4.684
  -82300    -3.983
  -82200    -2.634
  -82100    -3.398
  -82000    -3.540
  -81900    -3.770
  -81800    -3.742
  -81700    -3.801
  -81600    -3.790
  -81500    -3.514
  -81400    -4.302
  -81300    -3.794
  -81200    -3.719
  -81100    -5.137
  -81000    -4.865
  -80900    -4.571
  -80800    -4.730
  -80700    -4.660
  -80600    -4.308
  -80500    -4.445
  -80400    -5.676
  -80300    -6.253
  -80200    -6.293
  -80100    -5.002
  -80000    -4.013
  -79900    -5.231
  -79800    -5.295
  -79700    -4.984
  -79600    -5.353
  -79500    -5.449
  -79400    -4.341
  -79300    -4.845
  -79200    -4.868
  -79100    -4.800
  -79000    -5.990
  -78900    -6.075
  -78800    -5.811
  -78700    -6.026
  -78600    -6.306
  -78500    -6.293
  -78400    -6.314
  -78300    -4.392
  -78200    -6.060
  -78100    -7.183
  -78000    -6.591
  -77900    -6.489
  -77800    -6.046
  -77700    -5.768
  -77600    -5.865
  -77500    -6.721
  -77400    -6.979
  -77300    -6.511
  -77200    -6.028
  -77100    -5.456
  -77000    -5.475
  -76900    -5.329
  -76800    -4.795
  -76700    -4.920
  -76600    -5.203
  -76500    -5.116
  -76400    -4.844
  -76300    -4.106
  -76200    -4.806
  -76100    -4.912
  -76000    -5.036
  -75900    -5.029
  -75800    -4.377
  -75700    -4.532
  -75600    -4.811
  -75500    -5.297
  -75400    -5.333
  -75300    -5.150
  -75200    -5.526
  -75100    -5.540
  -75000    -5.573
  -74900    -5.686
  -74800    -5.855
  -74700    -6.329
  -74600    -6.392
  -74500    -4.995
  -74400    -5.637
  -74300    -6.015
  -74200    -6.681
  -74100    -6.831
  -74000    -6.484
  -73900    -6.782
  -73800    -7.105
  -73700    -6.574
  -73600    -6.298
  -73500    -7.262
  -73400    -7.505
  -73300    -6.751
  -73200    -6.352
  -73100    -6.047
  -73000    -5.752
  -72900    -5.472
  -72800    -6.278
  -72700    -6.488
  -72600    -6.765
  -72500    -6.574
  -72400    -6.264
  -72300    -5.818
  -72200    -5.759
  -72100    -5.493
  -72000    -5.527
  -71900    -6.084
  -71800    -5.207
  -71700    -5.022
  -71600    -5.280
  -71500    -4.642
  -71400    -5.248
  -71300    -5.751
  -71200    -5.944
  -71100    -5.759
  -71000    -5.694
  -70900    -5.660
  -70800    -5.666
  -70700    -5.670
  -70600    -5.670
  -70500    -6.643
  -70400    -7.211
  -70300    -7.069
  -70200    -7.356
  -70100    -7.782
  -70000    -7.539
  -69900    -6.943
  -69800    -6.595
  -69700    -6.928
  -69600    -7.326
  -69500    -7.500
  -69400    -6.886
  -69300    -6.428
  -69200    -5.690
  -69100    -5.947
  -69000    -5.858
  -68900    -6.387
  -68800    -7.660
  -68700    -8.160
  -68600    -7.952
  -68500    -7.893
  -68400    -7.501
  -68300    -7.842
  -68200    -8.110
  -68100    -7.705
  -68000    -7.695
  -67900    -7.960
  -67800    -8.094
  -67700    -8.001
  -67600    -7.777
  -67500    -7.764
  -67400    -7.617
  -67300    -7.598
  -67200    -7.507
  -67100    -7.260
  -67000    -7.421
  -66900    -7.724
  -66800    -7.547
  -66700    -7.757
  -66600    -7.638
  -66500    -7.028
  -66400    -7.023
  -66300    -7.622
  -66200    -8.169
  -66100    -8.266
  -66000    -7.830
  -65900    -7.582
  -65800    -8.361
  -65700    -8.462
  -65600    -7.898
  -65500    -7.573
  -65400    -7.325
  -65300    -7.639
  -65200    -7.914
  -65100    -7.975
  -65000    -8.145
  -64900    -7.946
  -64800    -7.966
  -64700    -7.500
  -64600    -7.455
  -64500    -7.856
  -64400    -7.426
  -64300    -7.585
  -64200    -7.572
  -64100    -7.147
  -64000    -6.868
  -63900    -6.808
  -63800    -6.827
  -63700    -6.467
  -63600    -6.660
  -63500    -6.761
  -63400    -6.307
  -63300    -6.720
  -63200    -7.323
  -63100    -7.510
  -63000    -7.510
  -62900    -7.510
  -62800    -7.535
  -62700    -7.655
  -62600    -7.998
  -62500    -8.088
  -62400    -7.641
  -62300    -7.699
  -62200    -7.385
  -62100    -7.062
  -62000    -7.066
  -61900    -6.816
  -61800    -6.540
  -61700    -6.766
  -61600    -7.198
  -61500    -7.012
  -61400    -6.861
  -61300    -6.812
  -61200    -6.622
  -61100    -6.888
  -61000    -7.266
  -60900    -7.367
  -60800    -6.773
  -60700    -6.583
  -60600    -6.515
  -60500    -6.284
  -60400    -6.358
  -60300    -6.310
  -60200    -6.134
  -60100    -6.147
  -60000    -6.527
  -59900    -6.322
  -59800    -5.686
  -59700    -5.530
  -59600    -5.530
  -59500    -5.883
  -59400    -5.969
  -59300    -5.855
  -59200    -6.192
  -59100    -6.402
  -59000    -6.022
  -58900    -5.874
  -58800    -5.996
  -58700    -5.918
  -58600    -5.675
  -58500    -5.160
  -58400    -4.594
  -58300    -4.261
  -58200    -4.952
  -58100    -4.778
  -58000    -4.642
  -57900    -4.959
  -57800    -4.959
  -57700    -5.677
  -57600    -4.976
  -57500    -4.850
  -57400    -4.461
  -57300    -4.016
  -57200    -4.693
  -57100    -4.350
  -57000    -3.729
  -56900    -3.942
  -56800    -4.740
  -56700    -4.432
  -56600    -4.587
  -56500    -5.094
  -56400    -4.786
  -56300    -5.069
  -56200    -4.812
  -56100    -4.909
  -56000    -5.056
  -55900    -4.982
  -55800    -5.629
  -55700    -5.560
  -55600    -5.388
  -55500    -5.306
  -55400    -5.584
  -55300    -5.352
  -55200    -5.707
  -55100    -6.224
  -55000    -6.555
  -54900    -6.437
  -54800    -6.293
  -54700    -6.322
  -54600    -6.385
  -54500    -6.663
  -54400    -6.443
  -54300    -6.869
  -54200    -7.058
  -54100    -6.540
  -54000    -6.248
  -53900    -6.355
  -53800    -6.094
  -53700    -6.501
  -53600    -6.650
  -53500    -6.507
  -53400    -5.828
  -53300    -5.619
  -53200    -6.299
  -53100    -7.079
  -53000    -7.126
  -52900    -6.627
  -52800    -6.128
  -52700    -6.570
  -52600    -6.264
  -52500    -6.058
  -52400    -5.381
  -52300    -5.381
  -52200    -5.822
  -52100    -5.766
  -52000    -5.560
  -51900    -5.872
  -51800    -5.622
  -51700    -5.646
  -51600    -6.497
  -51500    -6.372
  -51400    -5.720
  -51300    -5.298
  -51200    -4.099
  -51100    -4.691
  -51000    -5.757
  -50900    -5.952
  -50800    -5.867
  -50700    -5.272
  -50600    -5.580
  -50500    -5.607
  -50400    -5.540
  -50300    -5.381
  -50200    -5.646
  -50100    -5.243
  -50000    -5.150
  -49900    -5.598
  -49800    -5.479
  -49700    -5.608
  -49600    -6.038
  -49500    -5.960
  -49400    -5.747
  -49300    -5.510
  -49200    -5.856
  -49100    -5.768
  -49000    -5.961
  -48900    -6.336
  -48800    -6.466
  -48700    -6.355
  -48600    -6.143
  -48500    -5.815
  -48400    -5.991
  -48300    -6.020
  -48200    -6.524
  -48100    -6.573
  -48000    -6.692
  -47900    -6.765
  -47800    -6.291
  -47700    -6.479
  -47600    -6.913
  -47500    -6.654
  -47400    -6.683
  -47300    -6.204
  -47200    -5.984
  -47100    -6.441
  -47000    -6.819
  -46900    -6.757
  -46800    -6.488
  -46700    -6.908
  -46600    -6.860
  -46500    -6.965
  -46400    -7.386
  -46300    -7.479
  -46200    -7.387
  -46100    -7.373
  -46000    -7.018
  -45900    -6.980
  -45800    -6.722
  -45700    -7.155
  -45600    -7.859
  -45500    -7.650
  -45400    -7.929
  -45300    -8.033
  -45200    -7.194
  -45100    -6.704
  -45000    -6.693
  -44900    -6.985
  -44800    -7.440
  -44700    -6.476
  -44600    -6.551
  -44500    -7.350
  -44400    -7.114
  -44300    -6.943
  -44200    -7.250
  -44100    -6.926
  -44000    -6.789
  -43900    -6.917
  -43800    -6.563
  -43700    -6.602
  -43600    -6.389
  -43500    -5.444
  -43400    -6.254
  -43300    -6.012
  -43200    -5.510
  -43100    -5.705
  -43000    -5.920
  -42900    -5.894
  -42800    -6.034
  -42700    -5.807
  -42600    -5.432
  -42500    -5.458
  -42400    -5.599
  -42300    -5.311
  -42200    -4.766
  -42100    -5.475
  -42000    -5.262
  -41900    -4.729
  -41800    -5.013
  -41700    -4.568
  -41600    -5.149
  -41500    -5.147
  -41400    -5.038
  -41300    -5.155
  -41200    -5.808
  -41100    -6.557
  -41000    -6.123
  -40900    -5.740
  -40800    -6.424
  -40700    -6.651
  -40600    -6.619
  -40500    -6.833
  -40400    -6.578
  -40300    -6.356
  -40200    -7.108
  -40100    -7.074
  -40000    -6.943
  -39900    -6.337
  -39800    -5.547
  -39700    -6.009
  -39600    -6.130
  -39500    -6.239
  -39400    -6.220
  -39300    -6.039
  -39200    -5.930
  -39100    -6.241
  -39000    -6.573
  -38900    -6.623
  -38800    -6.680
  -38700    -6.735
  -38600    -6.994
  -38500    -7.180
  -38400    -7.125
  -38300    -6.985
  -38200    -6.798
  -38100    -6.603
  -38000    -6.367
  -37900    -6.412
  -37800    -6.598
  -37700    -6.769
  -37600    -6.188
  -37500    -6.579
  -37400    -7.181
  -37300    -6.959
  -37200    -6.900
  -37100    -6.818
  -37000    -6.646
  -36900    -6.301
  -36800    -6.235
  -36700    -6.837
  -36600    -6.726
  -36500    -7.309
  -36400    -7.610
  -36300    -7.149
  -36200    -6.837
  -36100    -6.452
  -36000    -6.179
  -35900    -5.750
  -35800    -5.647
  -35700    -5.426
  -35600    -5.609
  -35500    -5.414
  -35400    -5.258
  -35300    -5.596
  -35200    -5.884
  -35100    -5.931
  -35000    -5.308
  -34900    -4.856
  -34800    -5.276
  -34700    -5.800
  -34600    -6.121
  -34500    -6.024
  -34400    -6.328
  -34300    -6.332
  -34200    -6.763
  -34100    -6.788
  -34000    -6.854
  -33900    -7.307
  -33800    -7.186
  -33700    -7.145
  -33600    -7.387
  -33500    -7.488
  -33400    -7.177
  -33300    -7.317
  -33200    -7.600
  -33100    -7.597
  -33000    -7.451
  -32900    -7.408
  -32800    -7.470
  -32700    -6.704
  -32600    -6.740
  -32500    -7.267
  -32400    -7.171
  -32300    -6.610
  -32200    -7.228
  -32100    -6.953
  -32000    -6.755
  -31900    -6.768
  -31800    -7.188
  -31700    -7.606
  -31600    -8.077
  -31500    -8.083
  -31400    -7.809
  -31300    -7.655
  -31200    -7.887
  -31100    -8.033
  -31000    -7.975
  -30900    -7.738
  -30800    -7.348
  -30700    -7.417
  -30600    -7.551
  -30500    -7.689
  -30400    -7.800
  -30300    -7.662
  -30200    -7.021
  -30100    -7.333
  -30000    -8.095
  -29900    -8.372
  -29800    -8.532
  -29700    -8.381
  -29600    -8.367
  -29500    -8.333
  -29400    -7.996
  -29300    -7.686
  -29200    -7.361
  -29100    -7.030
  -29000    -6.710
  -28900    -6.833
  -28800    -7.275
  -28700    -7.698
  -28600    -8.108
  -28500    -8.509
  -28400    -8.672
  -28300    -7.913
  -28200    -7.602
  -28100    -7.847
  -28000    -8.075
  -27900    -8.290
  -27800    -8.550
  -27700    -8.532
  -27600    -8.070
  -27500    -8.034
  -27400    -8.522
  -27300    -8.804
  -27200    -9.020
  -27100    -8.978
  -27000    -8.477
  -26900    -7.766
  -26800    -7.666
  -26700    -8.012
  -26600    -8.090
  -26500    -8.023
  -26400    -7.739
  -26300    -7.389
  -26200    -7.180
  -26100    -7.476
  -26000    -7.432
  -25900    -7.277
  -25800    -7.065
  -25700    -7.047
  -25600    -7.777
  -25500    -8.180
  -25400    -8.069
  -25300    -7.738
  -25200    -7.818
  -25100    -7.997
  -25000    -7.975
  -24900    -7.281
  -24800    -7.190
  -24700    -7.500
  -24600    -7.515
  -24500    -7.940
  -24400    -9.008
  -24300    -8.898
  -24200    -8.002
  -24100    -8.035
  -24000    -8.296
  -23900    -8.507
  -23800    -8.630
  -23700    -8.630
  -23600    -8.294
  -23500    -7.776
  -23400    -8.604
  -23300    -8.978
  -23200    -8.856
  -23100    -8.647
  -23000    -8.111
  -22900    -7.963
  -22800    -8.588
  -22700    -8.507
  -22600    -8.423
  -22500    -8.335
  -22400    -8.399
  -22300    -8.752
  -22200    -8.820
  -22100    -8.386
  -22000    -8.142
  -21900    -8.216
  -21800    -8.273
  -21700    -7.758
  -21600    -7.383
  -21500    -7.838
  -21400    -8.045
  -21300    -7.937
  -21200    -7.910
  -21100    -7.950
  -21000    -8.106
  -20900    -8.028
  -20800    -7.890
  -20700    -7.953
  -20600    -8.039
  -20500    -8.047
  -20400    -8.096
  -20300    -7.897
  -20200    -7.531
  -20100    -7.797
  -20000    -7.778
  -19900    -8.377
  -19800    -8.539
  -19700    -8.701
  -19600    -8.415
  -19500    -8.013
  -19400    -7.615
  -19300    -7.749
  -19200    -8.027
  -19100    -8.231
  -19000    -7.923
  -18900    -7.599
  -18800    -8.322
  -18700    -8.727
  -18600    -8.442
  -18500    -8.311
  -18400    -7.839
  -18300    -7.859
  -18200    -8.166
  -18100    -8.547
  -18000    -8.024
  -17900    -7.732
  -17800    -7.804
  -17700    -7.836
  -17600    -7.749
  -17500    -7.997
  -17400    -8.136
  -17300    -7.466
  -17200    -7.547
  -17100    -7.812
  -17000    -8.365
  -16900    -8.353
  -16800    -7.457
  -16700    -7.087
  -16600    -6.831
  -16500    -6.744
  -16400    -6.880
  -16300    -6.787
  -16200    -6.336
  -16100    -5.950
  -16000    -5.945
  -15900    -6.010
  -15800    -5.310
  -15700    -5.555
  -15600    -5.530
  -15500    -5.702
  -15400    -4.951
  -15300    -4.810
  -15200    -5.203
  -15100    -5.321
  -15000    -4.550
  -14900    -4.670
  -14800    -4.288
  -14700    -3.933
  -14600    -4.276
  -14500    -3.742
  -14400    -4.093
  -14300    -3.678
  -14200    -3.246
  -14100    -2.807
  -14000    -2.356
  -13900    -2.184
  -13800    -2.118
  -13700    -3.020
  -13600    -3.570
  -13500    -4.181
  -13400    -3.551
  -13300    -3.170
  -13200    -3.617
  -13100    -3.776
  -13000    -3.688
  -12900    -3.443
  -12800    -3.322
  -12700    -3.877
  -12600    -4.250
  -12500    -3.743
  -12400    -3.874
  -12300    -4.069
  -12200    -2.896
  -12100    -3.017
  -12000    -2.503
  -11900    -2.645
  -11800    -2.355
  -11700    -1.864
  -11600    -1.594
  -11500    -1.371
  -11400    -0.893
  -11300    -0.419
  -11200     0.616
  -11100     0.090
  -11000    -0.219
  -10900    -0.246
  -10800    -0.395
  -10700    -0.778
  -10600    -0.869
  -10500    -0.767
  -10400    -0.595
  -10300    -0.964
  -10200     0.438
  -10100    -0.526
  -10000    -0.484
   -9900    -0.364
   -9800    -0.810
   -9700    -0.582
   -9600     0.449
   -9500    -0.160
   -9400    -0.810
   -9300     0.012
   -9200    -0.162
   -9100    -0.573
   -9000    -0.553
   -8900    -0.538
   -8800    -0.595
   -8700     0.040
   -8600    -0.711
   -8500    -0.597
   -8400    -0.237
   -8300    -0.667
   -8200    -0.079
   -8100     0.660
   -8000    -0.552
   -7900    -0.901
   -7800    -0.610
   -7700    -0.083
   -7600     0.001
   -7500    -0.020
   -7400    -0.641
   -7300    -0.234
   -7200    -0.015
   -7100    -0.904
   -7000    -0.838
   -6900    -0.849
   -6800    -1.078
   -6700     0.013
   -6600    -0.289
   -6500    -0.400
   -6400    -1.443
   -6300     0.050
   -6200    -0.269
   -6100     0.309
   -6000    -0.681
   -5900     0.391
   -5800    -0.230
   -5700    -0.110
   -5600     0.059
   -5500     0.153
   -5400     0.500
   -5300     0.120
   -5200    -0.261
   -5100     0.160
   -5000    -0.504
   -4900    -0.944
   -4800     0.172
   -4700    -0.819
   -4600     0.154
   -4500     1.130
   -4400     1.130
   -4300     0.616
   -4200    -1.004
   -4100    -0.896
   -4000    -0.717
   -3900    -0.153
   -3800    -0.549
   -3700     0.439
   -3600     0.220
   -3500    -0.646
   -3400     0.041
   -3300    -0.534
   -3200     0.145
   -3100    -0.441
   -3000    -1.114
   -2900    -0.615
   -2800    -0.761
   -2700    -0.836
   -2600    -0.945
   -2500     0.277
   -2400    -1.020
   -2300     0.678
   -2200    -0.794
   -2100    -0.552
   -2000    -0.411
   -1900    -0.405
   -1800    -1.231
   -1700    -0.916
   -1600    -1.216
   -1500    -0.503
   -1400    -0.072
   -1300    -1.123
   -1200    -0.531
   -1100    -0.597
   -1000    -0.665
    -900    -0.406
    -800    -0.129
    -700    -1.280
    -600    -0.696
    -500    -1.135
    -400     1.202
    -300    -0.312
    -200    -0.264
    -100     0.000
       0     0.000
